;object_name;chain;object_type;address;number;street;coord;district
12889;урбан кофикс раша;нет;кафетерий;город москва, профсоюзная улица, дом 61а;15;профсоюзная улица;37.541503 55.656031;район Черёмушки
12890;фирма бит;нет;кафе;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12891;фирма бит;нет;кафе;город москва, профсоюзная улица, дом 61а;20;профсоюзная улица;37.541503 55.656031;район Черёмушки
12892;эвоян э.а;нет;кафе;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12893;теремок-инвест;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12894;бургер рус;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12895;вайт вотерс хоспиталити партнерс;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12896;гришаев в.в;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12898;дамаскина к.а;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12899;мартиросян м.г.;нет;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12900;милти;да;ресторан;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12901;сити ресторантс;нет;ресторан;город москва, профсоюзная улица, дом 61а;15;профсоюзная улица;37.541503 55.656031;район Черёмушки
12902;современные пищевые технологии;нет;кафе;город москва, профсоюзная улица, дом 61а;0;профсоюзная улица;37.541503 55.656031;район Черёмушки
12903;сотниченко е.а;нет;кафе;город москва, профсоюзная улица, дом 61а;15;профсоюзная улица;37.541503 55.656031;район Черёмушки
12904;кофе;нет;кафетерий;город москва, профсоюзная улица, дом 56;0;профсоюзная улица;37.55248 55.670021;Обручевский район
12905;обеды с собой;нет;магазин (отдел кулинарии);город москва, профсоюзная улица, дом 56;0;профсоюзная улица;37.55248 55.670021;Обручевский район
12906;кафе ла пиола;нет;кафе;город москва, профсоюзная улица, дом 109, корпус 2;155;профсоюзная улица;37.519863 55.632901;район Коньково
12919;гриль хаус;нет;кафе;город москва, профсоюзная улица, дом 129а;30;профсоюзная улица;37.507484 55.61813;район Ясенево
12920;33 пингвина;нет;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 129а;16;профсоюзная улица;37.507484 55.61813;район Ясенево
12921;елихинкали;нет;кафе;город москва, профсоюзная улица, дом 129а;50;профсоюзная улица;37.507484 55.61813;район Ясенево
12922;coffeefresh;нет;кафетерий;город москва, профсоюзная улица, дом 129а;10;профсоюзная улица;37.507484 55.61813;район Ясенево
12923;фабула;нет;ресторан;город москва, профсоюзная улица, дом 129а;120;профсоюзная улица;37.507484 55.61813;район Ясенево
12930;aloha poke bar;нет;кафе;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
12931;моремания;нет;ресторан;город москва, ленинский проспект, дом 109;45;ленинский проспект;37.511445 55.663842;Обручевский район
12932;bb&burgers;нет;кафе;город москва, ленинский проспект, дом 109;30;ленинский проспект;37.511445 55.663842;Обручевский район
12933;смузи&хлеб;нет;кафетерий;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
12934;кофеок;нет;кафе;город москва, профсоюзная улица, дом 65, корпус 1;40;профсоюзная улица;37.537901 55.653309;район Коньково
12953;кахури;нет;кафе;город москва, профсоюзная улица, дом 64;8;профсоюзная улица;37.547405 55.666482;Обручевский район
12954;шаурмания;нет;кафе;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
12955;бак бо;нет;кафе;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
12956;милти;да;буфет;город москва, профсоюзная улица, дом 118;0;профсоюзная улица;37.521129 55.636306;район Коньково
12967;krevetka seafood;нет;ресторан;город москва, проспект вернадского, дом 6;50;проспект вернадского;37.527956 55.691958;район Раменки
12969;завод;нет;ресторан;город москва, кутузовский проспект, дом 12, строение 9;70;кутузовский проспект;37.557772 55.749836;район Дорогомилово
12970;тбилиси;нет;ресторан;город москва, кутузовский проспект, дом 12, строение 1;35;кутузовский проспект;37.5592 55.750788;район Дорогомилово
12971;микс;нет;бар;город москва, кутузовский проспект, дом 12, строение 1;100;кутузовский проспект;37.5592 55.750788;район Дорогомилово
13034;кантина;нет;столовая;город москва, ленинградский проспект, дом 72, корпус 3;232;ленинградский проспект;37.520833 55.804951;район Аэропорт
13063;сотоловая академия экономики и права;нет;столовая;город москва, варшавское шоссе, дом 23;20;варшавское шоссе;37.622297 55.694875;Донской район
13068;кальянная «курилы»;нет;бар;город москва, кировоградская улица, дом 9, корпус 1;60;кировоградская улица;37.61229 55.625567;район Чертаново Северное
13069;империя пиццы;нет;кафе;город москва, кировоградская улица, дом 9, корпус 1;64;кировоградская улица;37.61229 55.625567;район Чертаново Северное
13110;предприятие быстрого обслуживания «гриль хаус - мясо и овощи»;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 14;24;кировоградская улица;37.60593 55.622604;район Чертаново Северное
13118;кавказская кухня;нет;кафе;город москва, каширское шоссе, владение 25б;24;каширское шоссе;37.647998 55.656265;район Нагатино-Садовники
13119;wok и рис;нет;кафе;город москва, варшавское шоссе, дом 87б;0;варшавское шоссе;37.620698 55.653644;Нагорный район
13122;кофе с собой «coffe way»;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 97;4;варшавское шоссе;37.624247 55.633221;район Чертаново Северное
13125;пекарня;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, владение 15а;0;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
13138;молодость lounge;нет;бар;город москва, варшавское шоссе, дом 86а;32;варшавское шоссе;37.618776 55.649997;Нагорный район
13140;точка продажи готовой еды милти;да;магазин (отдел кулинарии);город москва, варшавское шоссе, дом 160;0;варшавское шоссе;37.59524 55.582986;район Чертаново Южное
13145;«снек бар в кинотеатре «космик»»;нет;кафетерий;город москва, варшавское шоссе, дом 160;6;варшавское шоссе;37.59524 55.582986;район Чертаново Южное
13150;донер кебаб;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 170а;0;варшавское шоссе;37.595465 55.581368;район Чертаново Южное
13202;ресторан «anton»;нет;ресторан;город москва, пресненская набережная, дом 8, строение 1;60;пресненская набережная;37.539078 55.747115;Пресненский район
13219;сырная лавка «бурвиль»;нет;кафе;город москва, пресненская набережная, дом 6, строение 2;5;пресненская набережная;37.540488 55.748143;Пресненский район
13223;ресторан «bocconcino»;нет;ресторан;город москва, пресненская набережная, дом 10, строение 2;50;пресненская набережная;37.534954 55.74751;Пресненский район
13224;кафе «iq»;нет;кафе;город москва, пресненская набережная, дом 10, строение 2;5;пресненская набережная;37.534954 55.74751;Пресненский район
13225;кафе «волконский»;нет;кафе;город москва, пресненская набережная, дом 10, строение 2;65;пресненская набережная;37.534954 55.74751;Пресненский район
13226;бар «ku рамен-бар»;нет;бар;город москва, пресненская набережная, дом 10, строение 2;80;пресненская набережная;37.534954 55.74751;Пресненский район
13227;кафе «гутай»;нет;кафе;город москва, пресненская набережная, дом 10, строение 2;27;пресненская набережная;37.534954 55.74751;Пресненский район
13269;крафтовое пиво;нет;бар;город москва, проспект мира, дом 188б, корпус 2;12;проспект мира;37.658338 55.835008;район Ростокино
13292;кухня кипра;нет;кафе;город москва, ленинградский проспект, дом 36;12;ленинградский проспект;37.559379 55.791243;район Аэропорт
13293;рно;нет;кафе;город москва, ленинградский проспект, дом 36;10;ленинградский проспект;37.559379 55.791243;район Аэропорт
13304;халяль фуд;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, владение 132/1;20;варшавское шоссе;37.609416 55.620921;район Чертаново Центральное
13305;шаурма, выпечка;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, владение 132/1;0;варшавское шоссе;37.609416 55.620921;район Чертаново Центральное
13346;кулинарная лавка братьев караваевых;да;кафе;город москва, ленинградский проспект, дом 72, корпус 1;33;ленинградский проспект;37.520339 55.805791;район Аэропорт
13357;домино'с пицца;да;кафе;город москва, профсоюзная улица, дом 76;10;профсоюзная улица;37.54356 55.66076;Обручевский район
13365;папа джонс;да;кафе;город москва, профсоюзная улица, дом 109, корпус 2;15;профсоюзная улица;37.519863 55.632901;район Коньково
13368;сушишоп;да;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 2/22;9;профсоюзная улица;37.572378 55.687477;Академический район
13391;бургер кинг;да;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 87б;0;варшавское шоссе;37.620698 55.653644;Нагорный район
13395;предприятие быстрого питания «крошка картошка»;да;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 14;16;кировоградская улица;37.60593 55.622604;район Чертаново Северное
13425;кофе с собой;да;кафе;город москва, ленинградский проспект, дом 78, корпус 1;2;ленинградский проспект;37.513296 55.806059;район Аэропорт
13426;кофе с собой;да;кафе;город москва, ленинградский проспект, дом 74, корпус 1;2;ленинградский проспект;37.516952 55.805133;район Аэропорт
13434;пицца паоло;да;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 129а;8;профсоюзная улица;37.507484 55.61813;район Ясенево
13441;теремок;да;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 129а;55;профсоюзная улица;37.507484 55.61813;район Ясенево
13442;теремок;да;кафе;город москва, ленинградский проспект, дом 36;10;ленинградский проспект;37.559379 55.791243;район Аэропорт
13450;макдоналдс;да;кафе;город москва, профсоюзная улица, дом 56;0;профсоюзная улица;37.55248 55.670021;Обручевский район
13453;макдоналдс;да;предприятие быстрого обслуживания;город москва, ленинградский проспект, дом 36;150;ленинградский проспект;37.559379 55.791243;район Аэропорт
13454;dunkin donuts;да;кафе;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
13462;kfc;да;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 160;50;варшавское шоссе;37.59524 55.582986;район Чертаново Южное
13472;kfc;да;кафе;город москва, ленинский проспект, дом 109;0;ленинский проспект;37.511445 55.663842;Обручевский район
13481;чайхона №1;да;ресторан;город москва, проспект вернадского, дом 86а;80;проспект вернадского;37.480993 55.663019;район Тропарёво-Никулино
13493;мята lounge;да;кафе;город москва, профсоюзная улица, дом 76;30;профсоюзная улица;37.54356 55.66076;Обручевский район
13498;шоколадница;да;кафе;город москва, профсоюзная улица, дом 102, строение 1;75;профсоюзная улица;37.526232 55.643658;район Коньково
13499;шоколадница;да;кафе;город москва, ленинградский проспект, дом 62а;73;ленинградский проспект;37.532098 55.801835;район Аэропорт
13502;шоколадница;да;кафе;город москва, ленинградский проспект, дом 36;35;ленинградский проспект;37.559379 55.791243;район Аэропорт
13545;хлебная затея;нет;предприятие быстрого обслуживания;город москва, каширское шоссе, дом 7, корпус 1;6;каширское шоссе;37.628873 55.669513;район Нагатино-Садовники
13565;coffee moose;нет;предприятие быстрого обслуживания;город москва, ленинградский проспект, дом 4/2;2;ленинградский проспект;37.582116 55.778735;район Беговой
13566;pitstopкафе;нет;кафетерий;город москва, ленинградский проспект, дом 4/2;3;ленинградский проспект;37.582116 55.778735;район Беговой
13567;coffebrain;нет;предприятие быстрого обслуживания;город москва, ленинградский проспект, дом 33, корпус 3;0;ленинградский проспект;37.56079 55.787001;район Беговой
13568;пекарня хлебница;нет;кафетерий;город москва, ленинградский проспект, дом 75, корпус 1;15;ленинградский проспект;37.512344 55.804951;район Сокол
13569;мята университет;нет;кафе;город москва, ленинский проспект, дом 70/11;28;ленинский проспект;37.543318 55.687497;Гагаринский район
13570;хорошие люди;нет;кафе;город москва, ленинский проспект, дом 70/11;40;ленинский проспект;37.543318 55.687497;Гагаринский район
13571;kuzina;нет;кафе;город москва, ленинский проспект, дом 73/8;4;ленинский проспект;37.547405 55.688553;Гагаринский район
13572;новатор кофе;нет;кафе;город москва, ленинский проспект, дом 77, корпус 1;8;ленинский проспект;37.543192 55.685782;Гагаринский район
13578;кулинария;нет;магазин (отдел кулинарии);город москва, ленинградский проспект, дом 65;28;ленинградский проспект;37.519458 55.802993;район Сокол
13579;craft beer;нет;бар;город москва, ленинский проспект, дом 3;10;ленинский проспект;37.608185 55.726142;район Якиманка
13580;донер кебаб;нет;предприятие быстрого обслуживания;город москва, ленинский проспект, дом 39/1;0;ленинский проспект;37.582817 55.707451;Гагаринский район
13581;рэдимэйд;нет;кафе;город москва, ленинский проспект, дом 57;16;ленинский проспект;37.561544 55.696575;Гагаринский район
13584;предприятие быстрого обслуживания;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 175;0;проспект мира;37.659236 55.838364;район Ростокино
13620;арабская шаурма;нет;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 2/22;0;профсоюзная улица;37.572378 55.687477;Академический район
13621;да-чикко;нет;кафе;город москва, профсоюзная улица, дом 13/12;48;профсоюзная улица;37.566467 55.680554;Академический район
13622;шаурма;нет;предприятие быстрого обслуживания;город москва, профсоюзная улица, дом 15;0;профсоюзная улица;37.565335 55.679509;Академический район
13735;еда бар нам;нет;кафе;город москва, ленинградский проспект, дом 69, строение 1;30;ленинградский проспект;37.517716 55.802811;район Сокол
13736;кальянная «огни баку лаунж»;нет;кафе;город москва, варшавское шоссе, дом 152, корпус 2;25;варшавское шоссе;37.598339 55.591259;район Чертаново Южное
13755;кальянная;нет;бар;город москва, профсоюзная улица, дом 104;35;профсоюзная улица;37.523456 55.64192;район Коньково
13756;be positive;нет;кафе;город москва, профсоюзная улица, дом 104;45;профсоюзная улица;37.523456 55.64192;район Коньково
13757;freshcafe;нет;бар;город москва, ленинский проспект, дом 119;16;ленинский проспект;37.488727 55.651516;Обручевский район
13770;кафе «чикаго»;нет;кафе;город москва, варшавское шоссе, дом 141, корпус 11;18;варшавское шоссе;37.601798 55.588415;район Чертаново Южное
13771;кальянная «great als lounge»;нет;кафе;город москва, варшавское шоссе, дом 141, корпус 11;15;варшавское шоссе;37.601798 55.588415;район Чертаново Южное
13772;бистро «молодо-зелено»;нет;кафе;город москва, варшавское шоссе, дом 141, корпус 10;18;варшавское шоссе;37.602714 55.589198;район Чертаново Южное
13809;сладости и радости;нет;кафе;город москва, проспект вернадского, дом 29;5;проспект вернадского;37.51662 55.681666;Ломоносовский район
13810;шаурма;нет;предприятие быстрого обслуживания;город москва, ленинский проспект, дом 2;12;ленинский проспект;37.611392 55.729524;район Якиманка
13839;кальянная cube lounge;нет;кафе;город москва, варшавское шоссе, дом 83, строение 1;10;варшавское шоссе;37.62051 55.655818;Нагорный район
13841;пицерия пауло виктория;нет;закусочная;город москва, профсоюзная улица, дом 109;0;профсоюзная улица;37.52156 55.633013;район Коньково
13842;кофе с собой пирогово;нет;кафетерий;город москва, профсоюзная улица, дом 109;0;профсоюзная улица;37.52156 55.633013;район Коньково
13853;столовая «just kitchen»;нет;столовая;город москва, варшавское шоссе, дом 116;25;варшавское шоссе;37.617195 55.633922;район Чертаново Северное
13864;лило;нет;кафе;город москва, проспект вернадского, дом 41, строение 3;47;проспект вернадского;37.504591 55.674519;район Проспект Вернадского
13865;царь-пиво;нет;бар;город москва, проспект вернадского, дом 123, строение 2;3;проспект вернадского;37.481397 55.655767;район Тропарёво-Никулино
13915;дагестанская лавка;нет;ресторан;город москва, ленинградский проспект, дом 36;10;ленинградский проспект;37.559379 55.791243;район Аэропорт
13916;fan food;нет;ресторан;город москва, ленинградский проспект, дом 36;50;ленинградский проспект;37.559379 55.791243;район Аэропорт
13919;serbiя;нет;ресторан;город москва, ленинградский проспект, дом 36;10;ленинградский проспект;37.559379 55.791243;район Аэропорт
13920;burger heroes;нет;кафе;город москва, ленинградский проспект, дом 36;30;ленинградский проспект;37.559379 55.791243;район Аэропорт
13940;party bun;нет;кафетерий;город москва, проспект мира, дом 224;10;проспект мира;37.670151 55.844571;Ярославский район
13978;бар «бирхен»;нет;кафе;город москва, каширское шоссе, дом 80;110;каширское шоссе;37.709093 55.624505;район Орехово-Борисово Северное
13979;efir lounge;нет;бар;город москва, каширское шоссе, дом 80;25;каширское шоссе;37.709093 55.624505;район Орехово-Борисово Северное
13980;ресторан «борисовский пассаж»;нет;ресторан;город москва, каширское шоссе, дом 80;100;каширское шоссе;37.709093 55.624505;район Орехово-Борисово Северное
13981;be my pizza;нет;предприятие быстрого обслуживания;город москва, каширское шоссе, дом 57, корпус 4;0;каширское шоссе;37.696337 55.638211;район Москворечье-Сабурово
13985;сушипицца;нет;предприятие быстрого обслуживания;город москва, каширское шоссе, дом 57, корпус 6;0;каширское шоссе;37.696858 55.638734;район Москворечье-Сабурово
13987;мармеладница;нет;столовая;город москва, варшавское шоссе, дом 39;44;варшавское шоссе;37.624121 55.684473;район Нагатино-Садовники
14000;ботанист;нет;бар;город москва, проспект мира, дом 26, строение 1;25;проспект мира;37.633068 55.77796;Мещанский район
14023;кафе;нет;кафе;город москва, проспект мира, дом 122, корпус 1;12;проспект мира;37.640102 55.812368;Алексеевский район
14056;марсера;нет;кафе;город москва, варшавское шоссе, дом 56, строение 2;40;варшавское шоссе;37.619854 55.666167;Нагорный район
14057;кафе при гостинице «рослеспром»;нет;кафе;город москва, варшавское шоссе, дом 145, корпус 8;20;варшавское шоссе;37.60257 55.578574;район Чертаново Южное
14064;милти готовые блюда для здорового питания;нет;кафетерий;город москва, каширское шоссе, дом 3, корпус 2, строение 9;0;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14065;coffee gate;нет;кафе;город москва, каширское шоссе, дом 3, корпус 2, строение 9;15;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14066;дядюшка хо;нет;кафе;город москва, каширское шоссе, дом 3, корпус 2, строение 9;25;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14067;кофейня;нет;кафе;город москва, каширское шоссе, дом 3, корпус 2, строение 9;15;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14068;cofe fest;нет;кафетерий;город москва, каширское шоссе, дом 3, корпус 2, строение 9;2;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14069;dream & drink caffee;нет;кафе;город москва, каширское шоссе, дом 3, корпус 2, строение 9;25;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14070;столовая good meal;нет;столовая;город москва, каширское шоссе, дом 3, корпус 2, строение 9;268;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14071;happy cup club;нет;кафетерий;город москва, каширское шоссе, дом 3, корпус 2, строение 9;0;каширское шоссе;37.631622 55.672016;район Нагатино-Садовники
14133;кулинария;нет;магазин (отдел кулинарии);город москва, проспект мира, дом 102, корпус 1;0;проспект мира;37.636671 55.800595;Алексеевский район
14134;бублик кулинария;нет;магазин (отдел кулинарии);город москва, проспект мира, дом 102, корпус 2;4;проспект мира;37.636715 55.801536;Алексеевский район
14173;franllins;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14174;planeta sushi il patio;нет;ресторан;город москва, проспект мира, дом 211, корпус 2;96;проспект мира;37.662093 55.845855;район Свиблово
14175;tasty thai;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;43;проспект мира;37.662093 55.845855;район Свиблово
14176;ecook;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14177;lao lee;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14178;питамикс;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14179;сушиед;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14180;saltenas;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14181;паста браво;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14185;вокер;нет;предприятие быстрого обслуживания;город москва, проспект мира, дом 211, корпус 2;20;проспект мира;37.662093 55.845855;район Свиблово
14312;спорт-бар «торнадо»;нет;бар;город москва, ленинский проспект, дом 109;10;ленинский проспект;37.511445 55.663842;Обручевский район
14346;ресторан «шах кебаб»;нет;ресторан;город москва, проспект вернадского, дом 86б;150;проспект вернадского;37.481469 55.661684;район Тропарёво-Никулино
14348;бистро;нет;предприятие быстрого обслуживания;город москва, проспект вернадского, дом 86б;1;проспект вернадского;37.481469 55.661684;район Тропарёво-Никулино
14349;бистро;нет;предприятие быстрого обслуживания;город москва, проспект вернадского, дом 86б, строение 1;1;проспект вернадского;37.480301 55.662237;район Тропарёво-Никулино
14353;mr. kiko;нет;кафе;город москва, проспект вернадского, дом 6;0;проспект вернадского;37.527956 55.691958;район Раменки
14354;grano;нет;кафе;город москва, проспект вернадского, дом 6;40;проспект вернадского;37.527956 55.691958;район Раменки
14355;cinnabon;нет;предприятие быстрого обслуживания;город москва, проспект вернадского, дом 6;0;проспект вернадского;37.527956 55.691958;район Раменки
14367;магадан;нет;ресторан;город москва, кутузовский проспект, дом 12, строение 1;80;кутузовский проспект;37.5592 55.750788;район Дорогомилово
14369;mealty;нет;кафе;город москва, кутузовский проспект, дом 88;20;кутузовский проспект;37.449677 55.725595;район Фили-Давыдково
14455;кафе лица;нет;кафе;город москва, ленинградский проспект, дом 31а, строение 1;12;ленинградский проспект;37.559541 55.784233;район Беговой
14488;кафе при картцентре «серебряный дождь»;нет;кафе;город москва, варшавское шоссе, дом 170г;20;варшавское шоссе;37.591063 55.579653;район Чертаново Южное
14489;кафе;нет;кафе;город москва, варшавское шоссе, дом 170г;24;варшавское шоссе;37.591063 55.579653;район Чертаново Южное
14490;кафе халяль;нет;кафе;город москва, варшавское шоссе, дом 170г;100;варшавское шоссе;37.591063 55.579653;район Чертаново Южное
14519;столовая «леметр фск»;нет;столовая;город москва, варшавское шоссе, дом 125ж, корпус 6;46;варшавское шоссе;37.621444 55.622085;район Чертаново Северное
14570;кафе при гостинице «москомспорта»;нет;кафе;город москва, кировоградская улица, дом 21, корпус 1;46;кировоградская улица;37.60178 55.601961;район Чертаново Южное
14571;гриль хаус;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 87б;0;варшавское шоссе;37.620698 55.653644;Нагорный район
14576;бистро 24;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, владение 15а;10;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
14577;старый баку;нет;кафе;город москва, кировоградская улица, владение 15а;120;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
14579;шаурма, куры гриль, выпечка;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, владение 15а;0;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
14580;пекарня;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, владение 15а;6;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
14581;шашлык на углях;нет;закусочная;город москва, кировоградская улица, владение 15а;6;кировоградская улица;37.603415 55.609924;район Чертаново Центральное
14584;предприятие быстрого обслуживания «кофе с собой»;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 95, корпус 1;0;варшавское шоссе;37.621938 55.640274;район Чертаново Северное
14585;кафе;нет;кафе;город москва, варшавское шоссе, дом 95, корпус 1;38;варшавское шоссе;37.621938 55.640274;район Чертаново Северное
14604;кафе обедов;нет;предприятие быстрого обслуживания;город москва, каширское шоссе, дом 19, корпус 2;30;каширское шоссе;37.63464 55.664588;район Нагатино-Садовники
14608;ресторан «велюте» в бц «ртс»;нет;ресторан;город москва, варшавское шоссе, дом 148;76;варшавское шоссе;37.602526 55.60102;район Чертаново Южное
14652;кофейня;нет;кафе;город москва, кировоградская улица, дом 11, корпус 1;12;кировоградская улица;37.606622 55.614561;район Чертаново Центральное
14653;пицца и суши навынос;нет;предприятие быстрого обслуживания;город москва, варшавское шоссе, дом 152а;0;варшавское шоссе;37.59913 55.594611;район Чертаново Южное
14654;суши пицца « rock&roll»;нет;кафе;город москва, варшавское шоссе, дом 160;10;варшавское шоссе;37.59524 55.582986;район Чертаново Южное
14655;коктейли;нет;предприятие быстрого обслуживания;город москва, каширское шоссе, дом 26;0;каширское шоссе;37.64613 55.653314;район Москворечье-Сабурово
14658;интурист коломенское;нет;ресторан;город москва, каширское шоссе, дом 39б;160;каширское шоссе;37.673573 55.647071;район Москворечье-Сабурово
14659;грячие закуски,напитки, поп корн, мороженое,сладости;нет;кафетерий;город москва, каширское шоссе, дом 14;0;каширское шоссе;37.627193 55.663745;район Нагатино-Садовники
14660;mon bon;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;0;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14661;dippin dots, мороженое;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;6;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14662;amore, итальянское мороженое;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;8;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14663;life bowl;нет;ресторан;город москва, кировоградская улица, дом 13а;80;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14664;super mango, напитки;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;6;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14665;pari-joli;нет;магазин (отдел кулинарии);город москва, кировоградская улица, дом 13а;6;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14666;суши store;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;0;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
14667;one price coffee;нет;предприятие быстрого обслуживания;город москва, кировоградская улица, дом 13а;27;кировоградская улица;37.607026 55.612182;район Чертаново Центральное
